no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status,dbscan_cluster,dbscan_outlier,gmm_prob_0,gmm_prob_1,gmm_prob_2
1,0,0,3,0,0,3,27,2017,9,17,4,0,0,0,120.0,0,1,-1,1,1.0,0.0,0.0
2,0,0,1,0,0,0,40,2018,6,21,4,0,0,0,76.92,0,0,-1,1,6.907583231466467e-11,0.9999999999309246,0.0
2,0,0,1,3,0,0,4,2018,12,7,4,0,0,0,88.0,0,1,-1,1,1.4796466352524797e-16,1.0,0.0
2,0,1,1,1,0,0,247,2018,6,6,3,0,0,0,115.0,1,0,391,0,1.4915510770465203e-13,0.9999999999998508,0.0
1,0,0,1,0,0,0,0,2017,10,30,3,0,0,0,85.0,0,1,-1,1,1.086407493933577e-12,0.9999999999989129,0.0
2,0,0,1,0,0,0,56,2018,6,8,3,0,0,0,120.0,0,1,22,0,1.0587852242790027e-11,0.9999999999894129,0.0
2,0,1,0,0,0,3,23,2018,11,6,3,0,0,0,92.0,0,1,-1,1,1.0,0.0,0.0
2,0,0,4,0,0,3,92,2017,7,15,4,0,0,0,89.25,2,0,-1,1,1.0,0.0,0.0
2,0,0,1,0,0,0,31,2018,2,5,4,0,0,0,80.3,1,1,-1,1,7.494754401633299e-11,0.999999999925052,0.0
2,0,1,2,0,0,3,14,2017,10,30,3,0,0,0,98.67,1,1,-1,1,1.0,0.0,0.0
2,0,0,2,0,0,0,119,2018,8,16,4,0,0,0,114.3,1,1,-1,1,5.1818210345941216e-11,0.9999999999481801,0.0
2,0,3,7,3,0,0,261,2018,12,26,4,0,0,0,68.51,0,0,-1,1,1.987383164119231e-15,0.9999999999999982,0.0
2,0,0,2,0,0,0,1,2017,8,20,4,0,0,0,106.0,3,1,-1,1,2.4337556819096646e-11,0.9999999999756639,0.0
3,0,1,0,0,0,3,67,2018,9,12,4,0,0,0,168.3,1,0,-1,1,1.0,0.0,0.0
3,0,1,4,0,0,0,114,2017,12,28,4,0,0,0,109.8,2,0,-1,1,1.753808653029483e-11,0.9999999999824603,0.0
1,0,0,1,0,0,0,163,2018,10,15,3,0,0,0,115.0,0,0,512,0,1.3911620283794933e-12,0.9999999999986073,0.0
1,0,0,3,3,0,0,1,2018,12,14,4,0,0,0,78.0,2,1,-1,1,4.973649282564624e-16,1.0,0.0
2,0,0,1,0,0,0,182,2018,7,28,4,0,0,0,96.3,2,0,-1,1,1.0023580067483378e-10,0.9999999998997637,0.0
2,0,1,4,0,0,0,97,2018,8,8,4,0,0,0,117.9,1,1,-1,1,6.076752377980369e-11,0.9999999999392308,0.0
1,0,1,2,0,0,0,219,2017,9,4,3,0,0,0,76.67,0,1,174,0,5.736347704798021e-15,0.9999999999999929,0.0
2,0,2,5,0,0,3,46,2018,5,12,4,0,0,0,140.4,1,1,-1,1,1.0,0.0,0.0
2,0,0,2,0,0,3,51,2017,11,4,4,0,0,0,102.6,1,1,-1,1,1.0,0.0,0.0
2,0,1,2,0,0,0,20,2018,11,14,3,0,0,0,80.0,0,1,-1,1,1.3777890739509103e-11,0.9999999999862226,0.0
2,0,2,3,0,0,3,41,2017,11,8,3,0,0,0,60.0,1,1,-1,1,1.0,0.0,0.0
2,0,0,1,3,0,0,225,2018,11,25,4,0,0,0,67.5,0,0,-1,1,4.40488620554675e-16,1.0,0.0
1,0,0,3,0,0,0,5,2018,4,20,0,0,0,0,95.0,0,1,-1,1,7.708982274615535e-16,0.9999999999999991,0.0
2,0,1,0,0,0,0,92,2018,6,27,4,0,0,0,96.3,0,0,-1,1,6.592906945788612e-11,0.9999999999340723,0.0
2,0,1,3,0,0,0,8,2018,4,7,4,0,0,0,112.5,0,1,-1,1,6.833125190584719e-11,0.9999999999316671,0.0
2,0,2,3,0,0,0,168,2018,8,12,3,0,0,0,72.25,2,1,-1,1,8.627538885294988e-11,0.9999999999137259,0.0
1,0,0,1,3,0,0,7,2018,9,20,4,0,0,0,129.0,1,0,-1,1,3.840630308650294e-16,1.0,0.0
2,0,1,2,0,0,3,15,2018,9,26,4,1,0,1,164.0,0,1,-1,1,0.0,0.0,1.0
3,0,2,2,0,0,0,186,2018,7,22,3,0,0,0,96.9,1,1,-1,1,3.085556926666861e-11,0.9999999999691447,0.0
2,1,0,3,0,0,0,104,2018,6,9,4,0,0,0,143.1,0,0,-1,1,1.0,0.0,0.0
2,0,1,1,0,0,0,60,2018,5,21,4,0,0,0,126.9,1,1,-1,1,6.630816104639406e-11,0.9999999999336922,0.0
2,1,0,3,0,0,0,56,2018,12,8,4,0,0,0,109.8,1,1,-1,1,1.0,0.0,0.0
3,0,0,1,0,0,3,55,2018,4,12,4,0,0,0,137.7,0,0,-1,1,1.0,0.0,0.0
1,0,2,7,0,0,0,215,2018,7,29,4,0,0,0,90.95,1,1,-1,1,1.0336352772788105e-10,0.9999999998966373,0.0
2,0,2,1,1,0,0,110,2017,7,25,3,0,0,0,94.5,0,0,468,0,9.023670753721378e-14,0.9999999999999112,0.0
2,0,2,0,3,0,0,3,2018,6,26,4,0,0,0,113.0,2,1,-1,1,1.3597707398685658e-15,1.0,0.0
3,0,2,6,0,0,3,150,2018,6,30,4,0,0,0,126.86,1,0,-1,1,1.0,0.0,0.0
2,0,1,2,0,0,3,36,2018,2,12,4,0,0,0,61.75,1,1,-1,1,1.0,0.0,0.0
2,0,1,2,0,0,0,121,2018,6,24,3,0,0,0,90.0,0,0,421,0,8.628640574046105e-12,0.9999999999913705,0.0
2,1,0,1,0,0,0,195,2018,8,13,4,0,0,0,121.5,0,0,-1,1,1.0,0.0,0.0
2,0,1,4,0,0,3,103,2018,4,6,4,0,0,0,96.05,0,1,-1,1,1.0,0.0,0.0
1,0,1,3,0,0,0,118,2018,6,6,3,0,0,0,110.0,0,1,262,0,3.1557367256518653e-12,0.9999999999968452,0.0
1,0,0,2,0,0,0,13,2018,2,18,4,0,0,0,85.0,1,1,-1,1,4.871539500458601e-11,0.9999999999512852,0.0
2,0,0,1,3,0,0,1,2018,4,8,4,0,0,0,89.0,1,1,-1,1,6.315775738480502e-16,1.0,0.0
2,0,1,1,0,1,0,44,2017,9,21,4,0,0,0,95.4,0,1,-1,1,1.0,0.0,0.0
2,0,0,4,0,0,0,270,2018,4,20,3,0,0,0,62.8,0,0,393,0,4.208768839341721e-13,0.9999999999995808,0.0
1,0,1,0,0,0,0,111,2018,10,10,3,0,0,0,120.0,0,0,426,0,2.8688296285768717e-12,0.9999999999971294,0.0
2,0,2,3,0,0,0,256,2018,10,16,4,0,0,0,100.75,0,0,294,0,1.1403547875390679e-11,0.9999999999885958,0.0
1,0,0,2,0,0,0,79,2017,11,13,3,0,0,0,70.0,0,1,-1,1,9.834211387954393e-13,0.9999999999990159,0.0
2,0,0,1,0,0,3,150,2018,8,27,4,0,0,0,109.8,1,1,-1,1,1.0,0.0,0.0
2,0,0,2,0,0,0,72,2017,9,16,4,0,0,0,89.25,0,0,-1,1,2.977129904120104e-12,0.9999999999970228,0.0
2,1,0,5,0,0,0,76,2018,5,31,4,0,0,0,135.15,0,0,-1,1,1.0,0.0,0.0
2,0,2,2,0,0,0,8,2017,8,16,4,0,0,0,90.0,0,1,-1,1,3.97684261839703e-12,0.9999999999960245,0.0
2,0,2,2,0,0,3,148,2018,5,29,4,0,0,0,108.16,1,1,-1,1,1.0,0.0,0.0
2,0,0,1,0,1,0,148,2018,4,28,4,0,0,0,105.3,0,1,-1,1,1.0,0.0,0.0
2,0,0,3,0,0,0,89,2018,3,3,4,0,0,0,80.3,0,1,-1,1,5.409281005551811e-11,0.9999999999459064,0.0
2,0,0,1,3,0,0,31,2018,11,19,4,0,0,0,88.0,2,1,-1,1,5.860293944816178e-16,1.0,0.0
2,0,2,3,0,0,0,268,2018,10,9,3,0,0,0,80.75,0,1,447,0,1.508110478167125e-12,0.9999999999984936,0.0
2,0,0,3,0,0,0,12,2017,8,5,2,0,0,0,65.0,0,1,112,0,2.0901512579492074e-13,0.9999999999997904,0.0
2,0,0,3,0,0,0,2,2017,8,12,4,0,0,0,98.0,2,1,-1,1,6.016617924408017e-12,0.9999999999939817,0.0
2,0,1,3,0,0,3,203,2018,12,29,4,0,0,0,102.85,2,1,-1,1,1.0,0.0,0.0
2,0,0,1,0,0,0,56,2018,6,8,3,0,0,0,120.0,0,1,22,0,1.0587852242790027e-11,0.9999999999894129,0.0
3,0,1,2,0,0,3,147,2018,10,7,4,0,0,0,151.2,0,1,-1,1,1.0,0.0,0.0
2,0,1,1,1,0,0,247,2018,6,6,3,0,0,0,115.0,1,0,391,0,1.4915510770465203e-13,0.9999999999998508,0.0
2,0,2,2,3,0,0,161,2018,4,29,4,0,0,0,95.2,1,1,-1,1,5.881575582666589e-16,1.0,0.0
2,0,2,2,0,0,1,45,2017,10,24,4,0,0,0,76.77,0,1,-1,1,1.0,0.0,0.0
2,1,2,1,0,0,0,26,2017,10,17,4,0,0,0,161.0,0,1,-1,1,1.0,0.0,0.0
2,0,0,4,0,0,0,49,2017,12,30,3,0,0,0,71.0,0,1,227,0,3.1536675436147574e-12,0.9999999999968452,0.0
2,0,0,2,0,0,0,0,2017,10,28,4,0,0,0,95.1,0,1,-1,1,6.612859743397887e-12,0.9999999999933884,0.0
1,0,2,4,0,0,3,91,2018,10,23,4,0,0,0,132.6,1,1,-1,1,1.0,0.0,0.0
1,0,2,1,3,0,0,34,2018,5,22,4,0,0,0,98.1,1,1,-1,1,7.988066478745422e-16,1.0,0.0
2,0,1,2,0,0,0,74,2018,2,15,3,0,0,0,58.0,0,1,-1,1,1.2688199272214449e-11,0.9999999999873133,0.0
1,0,0,2,0,0,0,151,2018,1,19,3,0,0,0,71.0,0,1,243,0,1.8113817869784278e-12,0.9999999999981881,0.0
1,0,1,2,0,0,0,63,2018,5,16,2,0,0,0,130.0,1,0,-1,1,7.074934438295547e-13,0.999999999999293,0.0
2,1,2,8,0,0,0,136,2018,8,23,4,0,0,0,117.36,0,0,-1,1,1.0,0.0,0.0
3,0,1,1,0,0,3,59,2018,9,24,4,0,0,0,168.3,0,0,-1,1,1.0,0.0,0.0
2,0,1,1,3,0,0,25,2018,10,17,4,0,0,0,154.0,1,1,-1,1,1.2275127205046611e-15,1.0,0.0
2,0,1,3,3,0,0,33,2018,4,14,4,0,0,0,99.0,0,1,-1,1,8.287285765724909e-16,1.0,0.0
2,0,1,3,0,0,0,97,2018,3,24,4,0,0,0,64.98,1,1,420,0,6.21563540674557e-11,0.9999999999378453,0.0
2,1,2,2,0,0,3,56,2018,7,30,4,0,0,0,152.1,0,0,-1,1,1.0,0.0,0.0
2,0,2,5,0,0,0,64,2017,7,28,3,0,0,0,88.4,1,1,-1,1,1.317708122466098e-12,0.9999999999986819,0.0
2,0,2,5,3,0,0,20,2018,11,11,4,0,0,0,77.71,0,0,-1,1,2.7380894258016685e-16,1.0,0.0
2,0,1,0,3,0,0,4,2018,8,1,4,0,0,0,87.2,0,1,-1,1,2.697395307803409e-16,1.0,0.0
2,1,2,5,3,0,0,157,2018,5,29,4,0,0,0,72.15,1,1,-1,1,1.0,0.0,0.0
2,1,1,3,0,0,0,107,2018,9,15,4,0,0,0,152.1,0,0,-1,1,1.0,0.0,0.0
2,0,1,1,0,0,0,60,2017,10,12,3,0,0,0,65.0,1,1,340,0,3.0802529451204373e-12,0.9999999999969198,0.0
2,0,0,3,1,0,0,88,2018,5,3,3,0,0,0,117.0,1,1,94,0,5.4716890989709946e-12,0.9999999999945288,0.0
1,0,0,2,1,0,0,68,2017,9,29,3,0,0,0,58.0,0,1,-1,1,1.7244553881822348e-12,0.9999999999982769,0.0
2,0,2,5,0,0,0,84,2018,3,29,4,0,0,0,82.45,0,1,-1,1,8.993420573013292e-11,0.9999999999100666,0.0
1,0,0,2,0,0,0,12,2017,10,20,2,0,0,0,130.0,0,1,359,0,4.624448243488608e-15,0.9999999999999964,0.0
1,0,0,2,0,0,0,164,2017,10,2,3,0,0,0,100.0,0,1,36,0,6.4599285112456906e-15,0.9999999999999929,0.0
1,0,0,4,3,0,0,2,2018,10,19,4,0,0,0,134.0,0,1,-1,1,6.98421847442706e-16,1.0,0.0
1,0,1,2,0,0,0,1,2018,6,17,3,0,0,0,70.0,0,1,545,0,1.7239114217294278e-11,0.9999999999827622,0.0
2,0,0,3,0,1,0,37,2018,3,24,4,0,0,0,126.6,1,1,-1,1,1.0,0.0,0.0
1,0,0,3,0,0,0,151,2018,1,19,3,0,0,0,71.0,0,1,321,0,2.224017296740833e-12,0.999999999997776,0.0
2,0,1,2,0,0,0,41,2018,8,15,3,0,0,0,76.5,0,1,-1,1,1.6625722902003785e-11,0.9999999999833733,0.0
2,0,1,0,3,0,0,0,2018,2,7,4,0,0,0,79.0,0,1,-1,1,4.728976957272326e-16,1.0,0.0
2,0,1,4,3,0,0,196,2018,8,3,4,0,0,0,80.75,1,1,-1,1,5.192862118055655e-16,1.0,0.0
2,0,2,2,0,0,0,2,2018,1,24,4,0,0,0,93.0,0,1,-1,1,4.909615255925701e-11,0.999999999950905,0.0
2,1,1,3,0,0,0,0,2017,9,21,4,0,0,0,111.65,2,1,-1,1,1.0,0.0,0.0
1,0,0,2,1,0,0,256,2018,6,15,3,0,0,0,90.0,0,1,130,0,6.375527543881031e-14,0.999999999999936,0.0
1,0,0,2,0,0,0,14,2017,10,15,3,0,0,0,100.0,0,1,149,0,3.357989440310482e-13,0.9999999999996625,0.0
3,0,2,1,0,0,5,15,2018,10,1,4,0,0,0,182.14,0,1,-1,1,1.0,0.0,0.0
2,0,1,2,0,0,0,41,2017,10,16,4,0,0,0,105.9,2,1,123,0,4.589920436868973e-12,0.9999999999954099,0.0
2,0,2,1,0,0,0,10,2018,6,26,4,0,0,0,124.33,1,1,-1,1,6.283554895379984e-11,0.9999999999371632,0.0
1,0,0,1,0,0,0,86,2018,4,27,4,0,0,0,85.5,1,1,-1,1,4.774767178579708e-11,0.9999999999522515,0.0
1,0,0,1,0,0,0,15,2018,2,19,2,0,0,0,81.0,0,1,57,0,7.577803902156147e-13,0.9999999999992433,0.0
2,0,2,8,0,0,0,150,2018,7,14,4,0,0,0,101.15,1,0,-1,1,1.7886412691728763e-10,0.9999999998211351,0.0
1,0,1,1,0,0,0,12,2018,7,11,4,0,0,0,145.0,1,1,-1,1,2.0185072073828896e-11,0.9999999999798135,0.0
2,0,2,1,0,0,0,75,2018,4,24,3,0,0,0,75.0,0,1,-1,1,1.2513331538573766e-11,0.9999999999874873,0.0
2,1,0,3,0,0,0,30,2018,3,10,4,0,0,0,98.1,0,0,-1,1,1.0,0.0,0.0
3,0,2,0,0,0,3,171,2018,10,30,4,0,0,0,123.3,1,0,-1,1,1.0,0.0,0.0
2,0,1,3,3,0,0,6,2018,12,15,4,0,0,0,66.3,0,1,278,0,7.976168567280493e-17,1.0,0.0
1,0,2,2,0,0,0,162,2018,10,14,3,0,0,0,115.0,0,0,497,0,2.973284718391514e-12,0.9999999999970264,0.0
2,0,1,1,1,0,0,88,2017,10,5,3,0,0,0,112.2,0,1,121,0,9.586369924490604e-14,0.9999999999999041,0.0
2,0,0,3,0,0,0,26,2018,3,16,4,0,0,0,91.0,1,1,-1,1,6.258473462614415e-11,0.9999999999374154,0.0
2,0,0,5,0,0,0,248,2018,12,27,4,0,0,0,80.75,0,1,-1,1,5.0730666083911275e-11,0.9999999999492708,0.0
2,0,1,2,0,0,0,42,2018,3,4,3,0,0,0,65.0,0,1,-1,1,1.703011786654017e-11,0.9999999999829683,0.0
1,0,2,4,0,0,0,7,2018,3,11,4,0,0,0,103.0,0,0,-1,1,6.60773627597944e-11,0.9999999999339231,0.0
2,0,2,1,0,0,0,31,2018,1,2,3,0,0,0,69.0,0,1,-1,1,1.596833225243564e-11,0.9999999999840306,0.0
2,0,2,5,0,0,0,155,2018,7,17,4,0,0,0,101.88,1,0,-1,1,6.086274200755108e-11,0.9999999999391385,0.0
3,0,2,1,0,0,0,209,2018,8,7,4,0,0,0,127.8,2,0,-1,1,2.5601204409542076e-10,0.9999999997439879,0.0
1,0,0,1,0,0,0,19,2018,5,7,4,0,0,0,135.0,0,1,-1,1,1.978363406945838e-11,0.9999999999802149,0.0
1,0,0,2,3,0,0,1,2018,7,5,4,0,0,0,99.33,1,1,-1,1,5.548024273820088e-16,1.0,0.0
2,0,0,4,0,0,0,189,2017,8,11,4,0,0,0,76.5,3,1,366,0,5.572080614930165e-12,0.9999999999944276,0.0
1,0,1,1,0,0,0,4,2018,8,1,2,0,0,0,79.0,0,1,-1,1,2.8228448437469985e-12,0.9999999999971756,0.0
2,0,0,1,3,0,0,3,2018,1,5,4,0,0,0,75.0,1,1,-1,1,8.554665412363632e-16,1.0,0.0
2,0,2,2,3,0,0,82,2018,8,14,4,0,0,0,107.1,1,0,-1,1,7.534045117908903e-16,1.0,0.0
1,0,0,2,0,1,0,0,2018,3,2,2,0,0,0,55.0,1,1,-1,1,1.0,0.0,0.0
1,0,0,2,0,0,0,19,2018,6,22,2,0,0,0,90.0,0,1,318,0,1.1382577355472372e-12,0.9999999999988631,0.0
2,0,0,3,0,0,0,22,2018,1,28,4,0,0,0,80.3,1,1,-1,1,6.298157659694636e-11,0.9999999999370175,0.0
2,0,1,0,0,0,0,286,2018,10,16,3,0,0,0,90.0,0,0,459,0,4.886464321148076e-13,0.9999999999995097,0.0
2,0,2,3,0,0,0,224,2018,12,29,4,0,0,0,82.11,0,0,-1,1,5.237953005431846e-11,0.9999999999476188,0.0
2,0,1,3,3,0,0,45,2018,3,7,4,0,0,0,63.75,0,0,-1,1,6.512355970530225e-16,1.0,0.0
2,0,1,5,1,0,3,59,2018,9,6,4,0,0,0,171.0,2,1,-1,1,1.0,0.0,0.0
2,0,2,0,3,0,0,84,2018,10,30,4,0,0,0,80.1,2,1,-1,1,9.315051862399626e-16,1.0,0.0
2,0,1,4,1,0,3,97,2018,12,26,4,0,0,0,143.14,2,1,-1,1,1.0,0.0,0.0
2,0,1,2,3,0,0,44,2018,8,22,4,0,0,0,125.1,1,1,-1,1,9.188157340676664e-16,1.0,0.0
2,0,1,0,0,0,0,5,2018,6,26,4,0,0,0,109.0,1,1,-1,1,5.4726940372705236e-11,0.999999999945274,0.0
2,0,0,3,0,0,0,88,2018,6,2,4,0,0,0,126.9,1,1,-1,1,5.25409391586787e-11,0.9999999999474589,0.0
2,0,0,1,3,0,0,6,2018,2,20,4,0,0,0,80.0,1,1,-1,1,6.656731820053168e-16,1.0,0.0
2,0,1,2,0,0,0,78,2018,3,25,3,0,0,0,100.0,0,0,439,0,8.191850981699624e-12,0.9999999999918074,0.0
2,0,1,3,0,0,0,12,2017,10,12,2,0,0,0,100.0,0,1,399,0,9.352114799338124e-14,0.9999999999999076,0.0
2,0,0,2,0,0,0,177,2018,6,3,3,0,0,0,100.0,0,0,435,0,1.6748296987967712e-12,0.9999999999983267,0.0
2,0,1,1,3,0,0,3,2018,8,1,4,0,0,0,109.0,1,1,-1,1,4.584440383174447e-16,1.0,0.0
2,1,0,3,0,0,0,106,2018,7,13,3,0,0,0,91.89,1,1,-1,1,1.0,0.0,0.0
2,0,2,2,0,0,0,60,2018,3,20,3,0,0,0,75.0,0,0,385,0,1.3485364067005582e-11,0.9999999999865139,0.0
2,1,0,1,0,0,0,11,2018,11,5,4,0,0,0,150.0,1,0,28,0,1.0,0.0,0.0
1,0,2,1,0,0,0,20,2018,5,22,3,0,0,0,90.0,0,1,-1,1,1.1632829688587765e-11,0.9999999999883684,0.0
2,0,2,8,0,0,0,122,2018,7,14,4,0,0,0,101.15,1,1,-1,1,2.1626822630851055e-10,0.9999999997837321,0.0
2,0,2,1,0,0,0,144,2018,4,24,3,0,0,0,71.0,0,1,-1,1,6.423832515304052e-12,0.9999999999935767,0.0
2,0,0,1,3,0,0,0,2018,2,4,4,0,0,0,79.0,0,0,-1,1,6.01284362903264e-16,1.0,0.0
1,0,1,1,0,0,3,5,2018,9,12,0,0,0,0,110.0,0,0,-1,1,1.0,0.0,0.0
2,0,0,2,0,0,0,86,2017,9,24,3,0,0,0,105.0,0,1,178,0,1.6920456561681325e-13,0.9999999999998295,0.0
2,0,0,3,0,0,0,213,2018,6,7,3,0,0,0,130.0,0,0,463,0,2.9087704842940917e-13,0.9999999999997087,0.0
2,0,0,4,3,0,0,46,2018,11,22,4,0,0,0,74.8,1,0,-1,1,3.056989216122634e-16,1.0,0.0
1,0,0,1,0,0,0,6,2018,11,24,2,0,0,0,79.0,0,1,-1,1,2.2270398651421794e-12,0.9999999999977724,0.0
1,0,0,1,0,0,0,1,2017,9,2,2,0,0,0,65.0,0,1,-1,1,2.3801347727505137e-13,0.999999999999762,0.0
2,0,1,3,3,0,0,165,2018,7,18,4,0,0,0,85.0,1,0,-1,1,6.001305018698486e-16,1.0,0.0
3,0,2,5,1,0,0,141,2018,7,12,3,0,0,0,96.9,1,1,-1,1,2.7830891667035677e-11,0.999999999972168,0.0
1,0,0,1,0,0,0,4,2018,8,2,4,0,0,0,121.0,1,1,-1,1,2.0947341064989082e-11,0.9999999999790532,0.0
2,0,1,3,0,0,0,78,2018,5,19,3,0,0,0,110.0,0,1,-1,1,1.0999390978904059e-11,0.9999999999890008,0.0
2,0,2,4,0,0,0,175,2018,10,30,4,0,0,0,90.9,2,0,-1,1,1.3933193262276076e-10,0.9999999998606697,0.0
2,0,1,2,0,0,0,174,2018,3,25,4,0,0,0,115.2,1,0,-1,1,1.4885768312951897e-11,0.9999999999851141,0.0
2,0,1,5,0,0,0,122,2018,4,25,4,0,0,0,66.53,1,1,-1,1,7.772012836838154e-11,0.9999999999222808,0.0
2,0,1,2,3,0,0,63,2018,8,15,3,0,0,0,63.75,0,1,-1,1,3.7591566024145346e-16,1.0,0.0
2,0,0,3,0,0,3,8,2018,12,1,4,0,0,0,116.33,1,1,-1,1,1.0,0.0,0.0
2,0,0,5,0,0,3,36,2018,6,28,4,0,0,0,131.4,1,1,-1,1,1.0,0.0,0.0
2,0,0,1,3,0,0,0,2018,2,26,4,0,0,0,79.0,1,1,-1,1,6.07497630213134e-16,1.0,0.0
1,0,0,3,0,0,0,42,2017,9,15,2,0,0,0,65.0,0,1,-1,1,1.4897701268406852e-13,0.9999999999998508,0.0
3,0,0,3,0,0,3,51,2018,5,17,4,0,0,0,159.3,0,0,-1,1,1.0,0.0,0.0
2,0,0,2,0,0,0,59,2018,11,11,3,0,0,0,75.0,0,1,249,0,1.8964739085089172e-11,0.9999999999810356,0.0
1,0,2,3,1,0,0,90,2018,5,8,3,0,0,0,90.0,0,1,-1,1,5.796835727279107e-12,0.999999999994202,0.0
1,0,0,3,0,0,0,5,2017,12,1,2,0,0,0,80.0,0,1,-1,1,2.0075866587071112e-13,0.9999999999997975,0.0
2,0,0,1,0,0,0,48,2018,3,5,4,0,0,0,80.3,1,1,-1,1,7.460724114883905e-11,0.999999999925393,0.0
2,0,0,2,1,0,0,256,2018,6,15,3,0,0,0,115.0,1,0,406,0,1.0821295752339007e-13,0.9999999999998934,0.0
1,0,0,1,0,0,0,8,2018,2,19,2,0,0,0,81.0,0,0,57,0,8.171381278746742e-13,0.9999999999991829,0.0
2,0,1,1,0,0,0,235,2018,8,6,4,0,0,0,96.3,1,1,-1,1,1.0015260043671056e-11,0.9999999999899849,0.0
1,0,0,2,0,0,0,164,2017,10,2,3,0,0,0,100.0,0,1,36,0,6.4599285112456906e-15,0.9999999999999929,0.0
2,0,0,1,1,0,0,55,2018,4,6,3,0,0,0,104.0,0,1,12,0,3.587933642330577e-12,0.9999999999964118,0.0
2,0,2,1,1,0,0,96,2017,7,11,3,0,0,0,94.5,0,1,98,0,1.0177248102851272e-13,0.999999999999897,0.0
2,0,1,1,1,0,0,247,2018,6,6,3,0,0,0,115.0,1,0,391,0,1.4915510770465203e-13,0.9999999999998508,0.0
2,0,0,2,0,0,3,240,2018,9,30,4,0,0,0,140.4,0,0,-1,1,1.0,0.0,0.0
1,0,0,1,1,0,0,57,2018,6,10,3,0,0,0,86.0,0,1,-1,1,3.5275638486915854e-12,0.9999999999964722,0.0
1,0,0,2,0,0,0,188,2018,6,15,3,0,0,0,130.0,0,0,388,0,1.5743502535792178e-13,0.9999999999998437,0.0
2,0,1,3,0,0,0,98,2017,9,21,3,0,0,0,71.4,0,0,-1,1,7.010160078847371e-13,0.9999999999993001,0.0
2,0,0,2,1,0,0,102,2017,10,16,3,0,0,0,101.5,0,0,56,0,1.1234164336988754e-13,0.9999999999998863,0.0
2,0,2,5,1,0,0,73,2018,12,20,4,0,0,0,88.29,1,1,-1,1,1.2594285071800717e-11,0.9999999999874056,0.0
1,0,0,2,0,0,0,5,2017,11,11,2,1,0,2,65.0,0,1,-1,1,0.0,0.0,1.0
2,0,1,4,0,0,0,27,2017,10,5,4,0,0,0,106.02,2,1,-1,1,5.005832898459679e-12,0.9999999999949942,0.0
2,0,0,2,0,0,0,21,2017,9,2,4,0,0,0,105.0,0,0,-1,1,2.61952764783362e-12,0.9999999999973817,0.0
2,0,2,1,1,0,0,110,2017,7,25,3,0,0,0,94.5,0,0,468,0,9.023670753721378e-14,0.9999999999999112,0.0
2,0,0,1,0,0,0,56,2018,6,8,3,0,0,0,120.0,0,1,22,0,1.0587852242790027e-11,0.9999999999894129,0.0
2,0,1,3,0,0,0,76,2018,5,12,4,0,0,0,131.26,1,1,-1,1,6.345223898496503e-11,0.9999999999365485,0.0
2,0,2,1,0,0,0,109,2018,7,3,4,0,0,0,114.3,0,0,-1,1,4.1749925929603344e-11,0.9999999999582485,0.0
1,0,2,5,3,0,0,23,2018,10,30,4,0,0,0,89.64,1,0,-1,1,1.2504080717597938e-15,1.0,0.0
2,0,2,3,3,1,0,104,2018,4,28,4,0,0,0,96.55,1,1,-1,1,1.0,0.0,0.0
2,1,1,0,0,0,0,10,2018,7,24,4,0,0,0,169.0,0,0,-1,1,1.0,0.0,0.0
2,0,1,3,0,0,0,10,2017,10,22,4,0,0,0,130.75,1,1,-1,1,2.1133308507308047e-12,0.9999999999978861,0.0
2,0,2,0,1,0,0,275,2018,4,17,3,0,0,0,110.0,0,0,448,0,1.9461481370083543e-14,0.9999999999999822,0.0
2,0,1,2,0,0,0,14,2018,5,23,4,0,0,0,102.41,2,1,-1,1,1.0610253445832963e-10,0.9999999998938982,0.0
2,1,0,1,0,0,0,7,2018,8,31,4,0,0,0,107.03,3,1,-1,1,1.0,0.0,0.0
1,0,1,3,0,0,0,88,2018,11,7,4,0,0,0,167.4,1,1,-1,1,1.6344024595296265e-11,0.9999999999836575,0.0
3,0,0,4,0,0,3,174,2018,12,7,4,0,0,0,87.72,0,1,-1,1,1.0,0.0,0.0
2,3,0,1,0,0,5,0,2018,8,27,4,0,0,0,168.3,2,1,-1,1,1.0,0.0,0.0
1,0,2,3,0,0,0,115,2018,2,27,3,0,0,0,76.0,0,1,301,0,9.061521310711992e-12,0.999999999990937,0.0
2,0,0,5,0,0,0,0,2017,9,8,4,0,0,0,146.4,2,1,-1,1,2.5822613631342516e-12,0.9999999999974172,0.0
3,0,0,3,0,0,0,42,2018,3,10,4,0,0,0,83.61,1,1,-1,1,2.1114731892804826e-10,0.9999999997888516,0.0
3,0,1,3,0,0,3,65,2018,8,29,4,0,0,0,159.3,0,0,-1,1,1.0,0.0,0.0
1,0,1,3,0,0,0,5,2018,4,11,0,0,0,0,95.0,0,1,-1,1,2.0938378038164098e-15,0.9999999999999978,0.0
2,0,0,2,1,0,0,39,2017,8,14,3,0,0,0,109.0,0,1,52,0,1.810988509052438e-13,0.9999999999998188,0.0
